J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
20,6,10,0.1,3,0.004315577447414398,0.2,5,0,0,3,0,1,0,1
20,6,10,0.1,2,0.004311792273074389,0.1,3,1,0,5,0,0,0,1
20,6,10,0.1,1,0.00016868747770786284,0.0,5,3,0,2,0,0,0,0
20,6,10,0.1,0,0.00034257411025464537,0.2,5,0,0,3,0,2,0,0
20,6,10,0.1,4,0.0044367172755301,0.3,2,2,0,3,0,2,0,1
20,6,10,0.1,5,0.0001935608685016632,0.0,7,2,0,1,0,0,0,0
20,6,10,0.1,6,0.01759041454643011,0.3,4,1,0,2,0,1,0,2
20,6,10,0.1,8,0.00021922197192907332,0.1,6,1,0,2,0,1,0,0
20,6,10,0.1,10,0.00412383433431387,0.1,7,0,0,2,0,0,0,1
20,6,10,0.1,11,0.0051233344711363316,0.4,4,0,0,2,0,3,0,1
20,6,10,0.1,12,0.005087633896619081,0.1,5,0,0,4,0,0,0,1
20,6,10,0.1,9,0.0002994619309902191,0.2,6,1,0,1,0,2,0,0
20,6,10,0.1,13,0.00040758075192570686,0.3,4,0,0,3,0,3,0,0
20,6,10,0.1,16,0.000278121093288064,0.2,7,0,0,1,0,2,0,0
20,6,10,0.1,14,0.003738120384514332,0.1,5,1,0,3,0,0,0,1
20,6,10,0.1,15,0.042552141938358545,0.3,5,2,0,0,0,1,0,2
20,6,10,0.1,18,0.00032060975208878515,0.2,3,3,0,2,0,2,0,0
20,6,10,0.1,20,0.0002925773151218891,0.1,6,1,0,2,0,1,0,0
20,6,10,0.1,17,0.00021832389757037163,0.1,8,0,0,1,0,1,0,0
20,6,10,0.1,19,0.004650397412478924,0.1,7,0,0,2,0,0,0,1
20,6,10,0.1,23,0.00023224810138344765,0.1,7,0,0,2,0,1,0,0
20,6,10,0.1,24,0.00026088571175932886,0.1,6,0,0,3,0,1,0,0
20,6,10,0.1,22,0.00013619661331176758,0.0,8,1,0,1,0,0,0,0
20,6,10,0.1,21,0.0048613982740789655,0.2,7,0,0,1,0,1,0,1
20,6,10,0.1,25,0.0004195527173578739,0.4,6,0,0,0,0,4,0,0
20,6,10,0.1,26,0.0046015122905373575,0.1,3,1,0,5,0,0,0,1
20,6,10,0.1,28,0.0003432130441069603,0.2,3,1,0,4,0,2,0,0
20,6,10,0.1,27,0.009556243102997542,0.4,3,1,0,2,0,2,0,2
20,6,10,0.1,31,0.0002255149185657501,0.1,5,1,0,3,0,1,0,0
20,6,10,0.1,29,0.000177693460136652,0.0,5,2,0,3,0,0,0,0
20,6,10,0.1,32,0.00019783545285463334,0.0,5,3,0,2,0,0,0,0
20,6,10,0.1,30,0.004929292947053909,0.2,6,1,0,1,0,1,0,1
20,6,10,0.1,36,0.00021829940378665925,0.1,5,1,0,3,0,1,0,0
20,6,10,0.1,33,0.00034735542722046374,0.2,4,0,0,4,0,2,0,0
20,6,10,0.1,35,0.00020857173949480058,0.0,3,1,0,6,0,0,0,0
20,6,10,0.1,37,0.013127312809228898,0.4,2,2,0,2,0,1,0,3
20,6,10,0.1,34,0.0001711882941890508,0.0,7,0,0,3,0,0,0,0
20,6,10,0.1,38,0.00023439712822437286,0.1,5,1,0,3,0,1,0,0
20,6,10,0.1,39,0.0076774217188358305,0.5,5,0,0,0,0,3,0,2
20,6,10,0.1,40,0.00041506793349981307,0.4,3,0,0,3,0,4,0,0
20,6,10,0.1,41,0.00023525068536400795,0.2,8,0,0,0,0,2,0,0
20,6,10,0.1,44,0.004367175605148077,0.1,4,2,0,3,0,0,0,1
