J,K,N,p,seed,sim,runtime,identifiable,branch
50,10,10,0.4,1,0,2.3827917259186506,True,6
50,10,10,0.4,2,0,2.6172701977193356,True,6
50,10,10,0.4,3,0,2.932249067351222,True,6
50,10,10,0.4,0,0,3.1990753607824445,True,6
50,10,10,0.4,4,0,3.562261546961963,True,6
50,10,10,0.4,3,1,2.6317592076957226,True,6
50,10,10,0.4,2,1,3.019121391698718,True,6
50,10,10,0.4,1,1,3.634908785112202,True,6
50,10,10,0.4,4,1,2.760125141008757,True,6
50,10,10,0.4,0,1,3.4548818948678672,True,6
50,10,10,0.4,3,2,2.8245217110961676,True,6
50,10,10,0.4,2,2,2.979720190167427,True,6
50,10,10,0.4,1,2,2.6244423845782876,True,6
50,10,10,0.4,0,2,2.4164777901023626,True,6
50,10,10,0.4,4,2,2.957039723987691,True,6
50,10,10,0.4,0,3,1.8406321736983955,True,6
50,10,10,0.4,2,3,2.3976909033954144,True,6
50,10,10,0.4,3,3,2.774563994258642,True,6
50,10,10,0.4,1,3,2.6462440816685557,True,6
50,10,10,0.4,4,3,3.100001746090129,True,6
50,10,10,0.4,1,4,2.332324758172035,True,6
50,10,10,0.4,2,4,2.688140645623207,True,6
50,10,10,0.4,3,4,2.9285067711025476,True,6
50,10,10,0.4,0,4,3.120293978136033,True,6
50,10,10,0.4,4,4,2.084275819011964,True,6
50,10,10,0.4,1,5,2.574172561056912,True,6
50,10,10,0.4,3,5,2.681052815169096,True,6
50,10,10,0.4,2,5,3.061859004199505,True,6
50,10,10,0.4,0,5,2.953260980080813,True,6
50,10,10,0.4,4,5,2.9561080830171704,True,6
50,10,10,0.4,3,6,2.3226246889680624,True,6
50,10,10,0.4,1,6,2.8547341637313366,True,6
50,10,10,0.4,2,6,2.86348045617342,True,6
50,10,10,0.4,4,6,2.7349931380013004,True,6
50,10,10,0.4,0,6,3.51632464164868,True,6
50,10,10,0.4,3,7,2.9600093569606543,True,6
50,10,10,0.4,4,7,2.2609558609547094,True,6
50,10,10,0.4,1,7,3.39976660348475,True,6
50,10,10,0.4,2,7,3.511395437642932,True,6
